fecha,game_id,liga,local,visita,goles_local,goles_visita,xg_local,xg_visita,npxg_local,npxg_visita,tiros_local,tiros_visita,sot_local,sot_visita,cuota_h,cuota_d,cuota_a
2026-01-14,30374,bundesliga,RB Leipzig,Freiburg,2,0,2.80289,0.147682,2.80289,0.147682,21,3,7,1,1.7,4.0,4.5
2026-01-14,30376,bundesliga,Wolfsburg,St Pauli,2,1,1.78032,1.21171,0.946931,1.21171,13,9,5,4,1.91,3.7,3.8
2026-01-15,30368,bundesliga,Augsburg,Union Berlin,1,1,0.559529,1.73831,0.559529,1.73831,9,16,5,3,2.6,3.2,2.8
2026-01-16,30384,bundesliga,Werder Bremen,Ein Frankfurt,3,3,2.10111,1.20772,2.10111,1.20772,13,8,4,4,2.7,3.5,2.5
2026-01-17,30378,bundesliga,Dortmund,St Pauli,3,2,2.5477,0.532613,1.78993,0.532613,10,9,6,5,1.33,5.25,10.0
2026-01-17,30379,bundesliga,FC Koln,Mainz,2,1,2.41277,1.91073,2.41277,1.91073,20,11,6,7,2.15,3.5,3.25
2026-01-17,30380,bundesliga,Hamburg,M'gladbach,0,0,1.26205,0.576522,1.26205,0.576522,25,6,12,0,2.45,3.5,2.8
2026-01-17,30381,bundesliga,Hoffenheim,Leverkusen,1,0,2.11995,1.27048,2.11995,1.27048,19,8,8,2,2.4,3.8,2.7
2026-01-17,30382,bundesliga,RB Leipzig,Bayern Munich,1,5,2.86917,4.65226,2.86917,4.65226,17,19,4,12,5.0,4.75,1.55
2026-01-17,30385,bundesliga,Wolfsburg,Heidenheim,1,1,1.07653,0.991172,1.07653,0.991172,13,13,4,3,1.67,4.0,5.0
2026-01-18,30377,bundesliga,Augsburg,Freiburg,2,2,0.986653,1.59107,0.986653,1.59107,13,12,5,5,2.9,3.3,2.45
2026-01-18,30383,bundesliga,Stuttgart,Union Berlin,1,1,2.1978,1.88763,2.1978,1.88763,13,20,4,3,1.65,3.9,5.25
2026-01-23,30393,bundesliga,St Pauli,Hamburg,0,0,0.311991,0.333197,0.311991,0.333197,8,5,3,2,2.88,2.9,2.75
2026-01-24,30386,bundesliga,Leverkusen,Werder Bremen,1,0,2.51599,0.673986,2.51599,0.673986,13,17,4,3,1.62,4.2,5.25
2026-01-24,30387,bundesliga,Bayern Munich,Augsburg,1,2,2.30773,1.24551,2.30773,1.24551,15,16,6,6,1.1,12.0,17.0
2026-01-24,30389,bundesliga,Ein Frankfurt,Hoffenheim,1,3,0.829658,1.62813,0.829658,1.62813,9,10,3,5,2.8,3.75,2.3
2026-01-24,30391,bundesliga,Heidenheim,RB Leipzig,0,3,0.987658,2.07675,0.987658,2.07675,7,11,2,8,5.0,4.5,1.57
2026-01-24,30392,bundesliga,Mainz,Wolfsburg,3,1,4.34199,1.09338,2.82644,1.09338,20,7,9,2,2.3,3.5,3.0
2026-01-24,30394,bundesliga,Union Berlin,Dortmund,0,3,0.989732,2.27286,0.989732,1.51508,10,15,3,5,3.6,3.5,2.05
2026-01-25,30388,bundesliga,M'gladbach,Stuttgart,0,3,1.22197,2.72682,0.464191,2.72682,12,17,3,8,3.0,3.75,2.2
2026-01-25,30390,bundesliga,Freiburg,FC Koln,2,1,2.56728,1.69119,1.8095,1.69119,13,19,5,4,1.9,3.75,3.8
2026-01-27,30365,bundesliga,St Pauli,RB Leipzig,1,1,1.33165,2.05989,0.573869,2.05989,7,12,2,5,4.5,3.5,1.8
2026-01-27,30367,bundesliga,Werder Bremen,Hoffenheim,0,2,1.42692,0.567567,1.42692,0.567567,26,12,3,3,3.7,3.6,2.0
2026-01-30,30398,bundesliga,FC Koln,Wolfsburg,1,0,1.43559,1.34631,1.43559,1.34631,15,14,3,3,1.95,3.8,3.5
2026-01-31,30395,bundesliga,Augsburg,St Pauli,2,1,2.11699,2.88611,2.11699,2.12833,12,17,6,5,2.0,3.3,4.1
2026-01-31,30397,bundesliga,Ein Frankfurt,Leverkusen,1,3,1.31849,1.52952,1.31849,1.52952,11,11,4,4,3.0,3.8,2.2
2026-01-31,30399,bundesliga,Hamburg,Bayern Munich,2,2,2.64497,2.28911,1.88719,2.28911,14,13,4,7,8.0,6.5,1.29
2026-01-31,30400,bundesliga,Hoffenheim,Union Berlin,3,1,1.50682,1.23275,0.749038,1.23275,9,16,4,3,1.8,3.8,4.33
2026-01-31,30401,bundesliga,RB Leipzig,Mainz,1,2,2.09422,2.57678,2.09422,1.81901,15,11,4,4,1.55,4.5,5.5
2026-01-31,30403,bundesliga,Werder Bremen,M'gladbach,1,1,0.991152,1.25715,0.991152,1.25715,18,7,6,2,2.45,3.6,2.75
2026-02-01,30396,bundesliga,Dortmund,Heidenheim,3,2,4.13897,3.04324,2.62341,3.04324,19,12,5,3,1.22,6.5,12.0
2026-02-01,30402,bundesliga,Stuttgart,Freiburg,1,0,2.95203,0.936187,2.95203,0.936187,18,11,7,2,1.67,4.1,4.75
2026-02-06,30411,bundesliga,Union Berlin,Ein Frankfurt,1,1,1.27118,0.296813,0.513402,0.296813,11,3,3,1,2.0,3.5,3.6
